-14.3574,-6.00692,4.76007,2.20021
-13.5448,-5.57198,6.06039,2.66429
-12.3695,-1.07666,7.13623,3.25149
-10.0807,1.53172,7.31887,3.56195
-7.32697,2.37841,7.00589,3.61222
-4.3166,2.82353,6.42187,3.4774
-1.22372,3.3499,5.67101,3.23392
1.71139,4.09359,4.80198,2.94986
4.16173,5.0237,3.84777,2.6844
5.76921,5.97716,2.85093,2.47965
6.26928,6.73769,1.87629,2.34978
5.62155,7.15069,1.00594,2.27893
4.05224,7.16338,0.316448,2.23282
1.9722,6.7798,-0.146567,2.17699
-0.174228,6.02172,-0.37828,2.09076
-2.04002,4.9195,-0.40566,1.97119
-3.4311,3.4975,-0.271344,1.8289
-4.29449,1.75701,-0.022382,1.68095
-4.68031,-0.2966,0.294468,1.54429
-4.70161,-2.44124,0.633749,1.42744
-4.47862,-3.6388,0.941758,1.32431
-4.22545,-2.65923,1.19754,1.26239
-4.06512,-1.22329,1.4532,1.29168
-3.81216,-0.647592,1.71277,1.36844
-3.38052,-0.474014,1.96661,1.4548
-2.73625,-0.329848,2.17946,1.53035
-1.89477,-0.0960903,2.30397,1.57981
-0.930439,0.228191,2.29685,1.58981
0.0278874,0.579331,2.13318,1.55071
0.821025,0.853632,1.81652,1.45962
1.30011,0.939784,1.38242,1.32275
1.37414,0.767846,0.894484,1.1566
1.05049,0.368818,0.433248,0.987427
0.45003,-0.0856586,0.0769881,0.847642
-0.221419,-0.334705,-0.124852,0.766224
-0.751676,-0.21178,-0.174842,0.754059
-1.02064,0.201022,-0.125714,0.795338
-1.0465,0.666208,-0.0455,0.857823
-0.95645,0.984551,0.0202708,0.912315
-0.931589,1.04855,0.0644945,0.943487
-1.16872,0.788273,0.118656,0.950789
-1.855,0.116373,0.249953,0.948059
-3.10175,-1.04557,0.55196,0.96851
-4.80688,-2.54579,1.1053,1.07087
-6.58861,-3.6746,1.91224,1.32369
-7.99273,-3.42344,2.8859,1.75836
-8.74214,-1.74543,3.9148,2.33763
-8.66165,0.0921213,4.884,2.96378
-7.64182,0.992564,5.72254,3.52822
-5.57183,0.691754,6.41224,3.94126
-2.31022,-0.527076,6.95744,4.13256
2.25284,-1.84649,7.33276,4.05113
7.94353,-1.91438,7.40373,3.69291
13.7412,0.219681,6.86997,3.15461
17.3493,3.66134,5.43274,2.6423
16.4559,6.3924,3.27654,2.34057
11.3349,7.50408,1.16883,2.2465
4.66978,7.25542,-0.240756,2.21791
-1.11335,6.16088,-0.845792,2.14896
-4.9952,4.69622,-0.847624,2.02897
-6.89624,3.12089,-0.488472,1.89349
-7.12231,1.45404,0.0161796,1.76913
-6.15951,-0.360461,0.46979,1.64859
-4.66065,-2.10213,0.712103,1.49485
-3.38927,-2.69496,0.685152,1.28479
