-3.06701,-1.32393,0.549192,1.11093
-3.64323,0.20534,0.567079,1.08745
-4.16952,0.86935,0.740748,1.13
-3.30648,-0.0794788,0.675527,0.985428
-0.573709,-3.70653,-0.151007,0.520749
3.14542,-4.78081,-2.53832,-0.120801
1.2168,8.0287,-2.19723,0.767129
-1.67997,15.2301,-2.17449,1.97365
-5.60449,18.2135,-2.30003,3.22221
-10.3926,21.2282,-3.15987,4.25889
-16.7237,24.4477,-4.728,5.10627
-25.4023,26.7728,-6.6788,5.82338
-36.6663,28.1835,-8.75103,6.45356
-50.4352,27.8251,-10.921,7.0444
-66.8456,22.8772,-13.3665,7.57993
-86.1794,9.85666,-16.4267,7.90053
-108.354,-12.2419,-20.5322,7.66935
-132.367,-38.9979,-25.9954,6.48105
-156.345,-63.2,-32.7963,4.12307
-178.235,-80.3586,-40.5579,0.725925
-196.375,-89.8619,-48.6575,-3.32243
-209.705,-92.9863,-56.3645,-7.53885
-217.814,-91.3654,-62.9842,-11.4672
-220.951,-86.5218,-68.0055,-14.7591
-219.996,-79.8555,-71.2286,-17.2288
-216.312,-72.6554,-72.8171,-18.8731
-211.422,-65.9849,-73.218,-19.8388
-206.586,-60.501,-72.9617,-20.3399
-202.524,-56.3884,-72.4684,-20.572
-199.442,-53.491,-71.9745,-20.6688
-197.246,-51.5212,-71.5712,-20.7048
-195.737,-50.2034,-71.2723,-20.7159
-194.723,-49.3261,-71.0622,-20.7181
-194.051,-48.7415,-70.9191,-20.7177
-193.61,-48.3509,-70.8236,-20.7169
-193.321,-48.0889,-70.7606,-20.7164
-193.133,-47.9124,-70.7196,-20.7164
-193.012,-47.7931,-70.693,-20.7166
-192.933,-47.7121,-70.676,-20.717
-192.883,-47.6569,-70.6651,-20.7175
-192.851,-47.6191,-70.6582,-20.718
-192.83,-47.5931,-70.6539,-20.7184
-192.817,-47.5751,-70.6512,-20.7188
-192.809,-47.5627,-70.6496,-20.7192
-192.804,-47.554,-70.6487,-20.7194
-192.801,-47.548,-70.6481,-20.7197
-192.799,-47.5437,-70.6478,-20.7199
-192.798,-47.5407,-70.6476,-20.72
-192.798,-47.5386,-70.6476,-20.7202
-192.797,-47.5371,-70.6476,-20.7202
-192.797,-47.536,-70.6476,-20.7203
-192.797,-47.5352,-70.6476,-20.7204
-192.797,-47.5347,-70.6476,-20.7204
-192.797,-47.5343,-70.6476,-20.7205
-192.797,-47.534,-70.6477,-20.7205
-192.797,-47.5338,-70.6477,-20.7205
-192.797,-47.5336,-70.6477,-20.7205
-192.797,-47.5335,-70.6477,-20.7205
-192.797,-47.5334,-70.6477,-20.7206
-192.797,-47.5333,-70.6478,-20.7206
-192.798,-47.5333,-70.6478,-20.7206
-192.798,-47.5333,-70.6478,-20.7206
-192.798,-47.5332,-70.6478,-20.7206
-192.798,-47.5332,-70.6478,-20.7206
-192.798,-47.5332,-70.6478,-20.7206
-192.798,-47.5332,-70.6478,-20.7206
-192.798,-47.5332,-70.6478,-20.7206
-192.798,-47.5332,-70.6478,-20.7206
-192.798,-47.5332,-70.6478,-20.7206
-192.798,-47.5332,-70.6478,-20.7206
-192.798,-47.5332,-70.6478,-20.7206
-192.798,-47.5332,-70.6478,-20.7206
-192.798,-47.5332,-70.6478,-20.7206
-192.798,-47.5332,-70.6478,-20.7206
-192.798,-47.5332,-70.6478,-20.7206
-192.798,-47.5332,-70.6478,-20.7206
-192.798,-47.5332,-70.6478,-20.7206
-192.798,-47.5332,-70.6478,-20.7206
-192.798,-47.5332,-70.6478,-20.7206
-192.798,-47.5332,-70.6478,-20.7206
-192.798,-47.5332,-70.6478,-20.7206
-192.798,-47.5332,-70.6478,-20.7206
-192.798,-47.5332,-70.6478,-20.7206
-192.798,-47.5332,-70.6478,-20.7206
-192.798,-47.5332,-70.6478,-20.7206
-192.798,-47.5332,-70.6478,-20.7206
-192.798,-47.5332,-70.6478,-20.7206
-192.798,-47.5332,-70.6478,-20.7206
-192.798,-47.5332,-70.6478,-20.7206
-192.798,-47.5332,-70.6478,-20.7206
-192.798,-47.5332,-70.6478,-20.7206
-192.798,-47.5332,-70.6478,-20.7206
-192.798,-47.5332,-70.6478,-20.7206
-192.798,-47.5332,-70.6478,-20.7206
-192.798,-47.5332,-70.6478,-20.7206
-192.798,-47.5332,-70.6478,-20.7206
-192.798,-47.5332,-70.6478,-20.7206
-192.798,-47.5332,-70.6478,-20.7206
-192.798,-47.5332,-70.6478,-20.7206
-192.798,-47.5332,-70.6478,-20.7206
-192.798,-47.5332,-70.6478,-20.7206
-192.798,-47.5332,-70.6478,-20.7206
-192.798,-47.5332,-70.6478,-20.7206
-192.798,-47.5332,-70.6478,-20.7206
-192.798,-47.5332,-70.6478,-20.7206
-192.798,-47.5332,-70.6478,-20.7206
-192.798,-47.5332,-70.6478,-20.7206
-192.798,-47.5332,-70.6478,-20.7206
-192.798,-47.5332,-70.6478,-20.7206
-192.798,-47.5331,-70.6478,-20.7206
-192.798,-47.5331,-70.6478,-20.7206
-192.798,-47.5331,-70.6478,-20.7206
-192.797,-47.5331,-70.6477,-20.7206
-192.797,-47.5331,-70.6477,-20.7206
-192.797,-47.5331,-70.6477,-20.7206
-192.797,-47.5331,-70.6477,-20.7206
-192.797,-47.5331,-70.6477,-20.7205
-192.797,-47.533,-70.6476,-20.7205
-192.797,-47.533,-70.6476,-20.7205
-192.797,-47.5329,-70.6475,-20.7205
-192.796,-47.5328,-70.6474,-20.7205
-192.796,-47.5328,-70.6473,-20.7204
-192.796,-47.5326,-70.6471,-20.7204
-192.795,-47.5325,-70.6469,-20.7203
-192.794,-47.5323,-70.6466,-20.7202
-192.793,-47.532,-70.6463,-20.7201
-192.792,-47.5316,-70.6458,-20.72
-192.791,-47.5312,-70.6452,-20.7198
-192.789,-47.5306,-70.6445,-20.7196
-192.786,-47.5298,-70.6435,-20.7193
-192.782,-47.5288,-70.6422,-20.7189
-192.778,-47.5275,-70.6405,-20.7183
-192.772,-47.5258,-70.6383,-20.7177
-192.764,-47.5237,-70.6355,-20.7168
-192.754,-47.5208,-70.6319,-20.7157
-192.741,-47.5172,-70.6272,-20.7142
-192.725,-47.5125,-70.6211,-20.7123
-192.703,-47.5063,-70.6132,-20.7099
-192.675,-47.4984,-70.603,-20.7067
-192.639,-47.4882,-70.5898,-20.7027
-192.593,-47.4749,-70.5727,-20.6974
-192.532,-47.4577,-70.5506,-20.6905
-192.454,-47.4355,-70.522,-20.6817
-192.353,-47.4068,-70.4851,-20.6703
-192.223,-47.3696,-70.4373,-20.6555
-192.054,-47.3217,-70.3756,-20.6364
-191.837,-47.2597,-70.296,-20.6118
-191.556,-47.1798,-70.1932,-20.58
-191.194,-47.0768,-70.0608,-20.5391
-190.727,-46.9441,-69.8903,-20.4864
-190.127,-46.7733,-69.6709,-20.4186
-189.357,-46.5541,-69.3893,-20.3315
-188.369,-46.273,-69.0284,-20.2199
-187.107,-45.9138,-68.5672,-20.0773
-185.498,-45.456,-67.9797,-19.8956
-183.457,-44.8752,-67.2344,-19.6652
-180.882,-44.1423,-66.2941,-19.3745
-177.653,-43.2237,-65.1158,-19.0102
-173.641,-42.0819,-63.6516,-18.5575
-168.707,-40.6779,-61.8515,-18.0009
-162.717,-38.9736,-59.6669,-17.3255
-155.56,-36.9374,-57.0573,-16.5187
-147.169,-34.5501,-53.9986,-15.573
-137.547,-31.8125,-50.4919,-14.4889
-126.788,-28.752,-46.5725,-13.2772
-115.096,-25.426,-42.3141,-11.9607
-102.772,-21.9205,-37.8275,-10.5736
-90.1956,-18.343,-33.2504,-9.15862
-77.774,-14.809,-28.7313,-7.76151
-65.8937,-11.4275,-24.4104,-6.42559
-54.8729,-8.28748,-20.4026,-5.18625
-44.9331,-5.44935,-16.7869,-4.0678
-36.1929,-2.94249,-13.6042,-3.08256
-28.6803,-0.767655,-10.8613,-2.23218
-22.3561,1.09814,-8.53933,-1.51007
-17.1417,2.69714,-6.60355,-0.90422
-12.9439,4.08955,-5.01195,-0.399596
-9.67526,5.35873,-3.72255,0.0202184
-7.26936,6.62773,-2.69862,0.372294
-5.69376,8.09659,-1.91237,0.674537
-4.96143,10.1092,-1.34624,0.945865
-5.10509,13.1442,-0.983868,1.19877
-5.6064,16.1158,-0.745117,1.37504
-1.38875,3.36278,-0.440625,1.38252
