0,0,0,0
0.0515834,-0.16525,1.99712,-6.41606
0.167135,-0.541844,2.45707,-8.17248
0.28009,-0.93237,2.02468,-7.36583
0.366459,-1.26918,1.44756,-6.1737
0.425229,-1.55037,0.921122,-5.13288
0.459392,-1.78359,0.459974,-4.23542
0.472173,-1.97418,0.0652483,-3.41276
0.467081,-2.12427,-0.253952,-2.60558
0.448179,-2.23351,-0.486411,-1.77231
0.419916,-2.30003,-0.629788,-0.892834
0.386454,-2.32157,-0.698511,0.0296675
0.350794,-2.29653,-0.724012,0.972293
0.314091,-2.22473,-0.747372,1.90232
0.275467,-2.10758,-0.806876,2.7911
0.232475,-1.94752,-0.92578,3.62581
0.181995,-1.74718,-1.10761,4.41139
0.121159,-1.50872,-1.33955,5.15864
0.0480985,-1.23421,-1.59321,5.85317
-0.0369356,-0.928413,-1.80446,6.37611
-0.128674,-0.607406,-1.81946,6.3422
-0.21245,-0.311618,-1.43754,5.22129
-0.270188,-0.0893721,-0.805524,3.47346
-0.297843,0.0521778,-0.27724,2.11579
-0.303162,0.138927,0.073144,1.32372
-0.293998,0.195295,0.297647,0.912863
-0.275329,0.235912,0.451401,0.698991
-0.249694,0.267274,0.574831,0.546248
-0.217935,0.29011,0.694801,0.361829
-0.179853,0.301463,0.825874,0.0919341
-0.134799,0.296599,0.971497,-0.280685
-0.0821927,0.270756,1.12564,-0.739965
-0.0219561,0.220721,1.27386,-1.23883
0.0450637,0.146369,1.39312,-1.69976
0.116675,0.0520712,1.45307,-2.02199
0.189149,-0.0527392,1.42515,-2.11216
0.257724,-0.155247,1.29928,-1.93626
0.317847,-0.24316,1.09249,-1.54511
0.366307,-0.30828,0.838079,-1.04054
0.401641,-0.347749,0.570844,-0.529158
0.424054,-0.363812,0.323426,-0.10997
0.435438,-0.363788,0.131239,0.110749
0.439683,-0.361028,0.0386393,-0.00141871
0.443141,-0.376453,0.0970715,-0.607745
0.454291,-0.437964,0.334345,-1.80987
0.480442,-0.571226,0.670757,-3.40553
0.520798,-0.779938,0.880352,-4.77563
0.563922,-1.03904,0.789883,-5.46328
0.594897,-1.31581,0.415911,-5.55818
0.601791,-1.58758,-0.15886,-5.30978
0.576457,-1.84148,-0.862773,-4.86032
0.514397,-2.06871,-1.61352,-4.24551
0.416177,-2.2607,-2.28824,-3.44797
0.289258,-2.40779,-2.74199,-2.44695
0.147382,-2.50014,-2.88083,-1.25959
0.00639743,-2.5301,-2.71692,0.0459515
-0.120844,-2.49433,-2.35128,1.36675
-0.227719,-2.39494,-1.92529,2.59104
-0.314589,-2.23896,-1.56897,3.63782
-0.386925,-2.03579,-1.3512,4.4939
-0.451855,-1.79394,-1.27174,5.20283
-0.515417,-1.51934,-1.29217,5.81643
-0.581302,-1.21623,-1.35703,6.34131
-0.649804,-0.891051,-1.37741,6.65698
-0.715206,-0.561374,-1.18723,6.39598
-0.763081,-0.264887,-0.638681,5.2169
-0.778411,-0.0383957,0.0825089,3.67914
-0.75744,0.112273,0.776678,2.28142
-0.699,0.18329,1.56197,0.540812
-0.591416,0.132711,2.73285,-2.55786
-0.404409,-0.142237,4.649,-8.13327
-0.12456,-0.690083,6.11188,-12.4303
0.174948,-1.28094,5.83937,-11.0399
0.460538,-1.78361,5.65719,-9.17807
0.74529,-2.1939,5.79091,-7.29403
1.04293,-2.50672,6.12562,-5.26281
1.3563,-2.71741,6.36049,-3.24478
1.67401,-2.83367,6.28928,-1.49625
1.98144,-2.8701,5.97184,-0.0258359
2.26917,-2.83792,5.5119,1.26769
2.53042,-2.74503,4.90555,2.4017
2.75643,-2.60119,4.10003,3.30021
2.93777,-2.41994,3.1392,3.90343
3.07033,-2.21561,2.17633,4.23939
3.1577,-1.99969,1.34646,4.38235
3.20814,-1.7801,0.70075,4.39534
3.23083,-1.56234,0.232126,4.3134
3.23397,-1.35073,-0.0863943,4.14908
3.22436,-1.14935,-0.282052,3.90222
3.20754,-0.962365,-0.377895,3.57089
3.18796,-0.793839,-0.395522,3.16379
3.16894,-0.646946,-0.358746,2.70912
3.15258,-0.523049,-0.293084,2.25042
3.13976,-0.421319,-0.220479,1.82894
3.13045,-0.339245,-0.154619,1.46837
3.12415,-0.273592,-0.100969,1.17343
3.12023,-0.221193,-0.0598733,0.937566
3.11808,-0.179326,-0.0295503,0.750498
3.11722,-0.145793,-0.00777721,0.602275
3.11728,-0.11886,0.00744782,0.484594
3.11796,-0.0971688,0.0177455,0.390901
3.11905,-0.0796536,0.0243761,0.316102
3.1204,-0.0654747,0.0283054,0.256238
3.12189,-0.053968,0.0302688,0.20822
3.12344,-0.0446066,0.0308247,0.169621
3.12499,-0.0369712,0.0303946,0.138529
3.12649,-0.0307274,0.0292957,0.113431
3.12793,-0.025608,0.0277642,0.0931282
3.12928,-0.0213993,0.0259749,0.0766668
3.13054,-0.0179297,0.0240549,0.0632885
3.13169,-0.0150616,0.0220957,0.0523894
3.13275,-0.0126841,0.0201611,0.0434875
3.13372,-0.0107078,0.0182948,0.0361978
3.13459,-0.00906047,0.0165248,0.0302123
3.13538,-0.00768369,0.0148681,0.0252843
3.13608,-0.00652994,0.0133333,0.0212156
3.13672,-0.00556058,0.0119231,0.0178471
3.13728,-0.0047441,0.0106361,0.0150506
3.13778,-0.00405471,0.00946797,0.0127224
3.13823,-0.00347128,0.00841271,0.0107789
3.13863,-0.00297642,0.00746312,0.0091521
3.13898,-0.0025558,0.00661147,0.00778683
3.13929,-0.00219757,0.00584981,0.00663813
3.13957,-0.00189189,0.00517032,0.00566924
3.13981,-0.00163059,0.0045654,0.00485009
3.14003,-0.00140685,0.00402787,0.00415596
3.14022,-0.00121499,0.00355099,0.00356649
3.14038,-0.00105022,0.0031285,0.00306487
3.14053,-0.000908531,0.00275466,0.00263719
3.14066,-0.000786535,0.00242423,0.00227187
3.14077,-0.000681377,0.00213244,0.00195929
3.14087,-0.000590638,0.001875,0.00169142
3.14096,-0.000512267,0.00164803,0.00146151
3.14104,-0.000444517,0.00144806,0.00126391
3.14111,-0.000385903,0.00127197,0.00109386
3.14117,-0.000335156,0.001117,0.000947357
3.14122,-0.00029119,0.00098068,0.000820995
3.14126,-0.000253076,0.000860812,0.000711898
3.1413,-0.000220017,0.000755451,0.000617622
3.14134,-0.000191328,0.000662871,0.000536085
3.14137,-0.00016642,0.000581547,0.000465513
3.1414,-0.000144787,0.000510128,0.000404387
3.14142,-0.00012599,0.000447423,0.000351411
3.14144,-0.000109653,0.000392382,0.000305471
3.14146,-9.54492e-05,0.000344075,0.000265612
3.14148,-8.30968e-05,0.000301688,0.000231013
3.14149,-7.23518e-05,0.000264499,0.000200966
3.1415,-6.30032e-05,0.000231877,0.000174864
3.14152,-5.48679e-05,0.000203264,0.000152179
