3.14153,-4.77871e-05,0.00017817,0.00013246
3.14153,-4.16232e-05,0.000156165,0.000115312
3.14154,-3.62568e-05,0.00013687,0.000100397
3.14155,-3.15842e-05,0.000119953,8.74218e-05
3.14155,-2.7515e-05,0.000105122,7.61311e-05
3.14156,-2.39712e-05,9.21215e-05,6.63046e-05
3.14156,-2.08846e-05,8.07252e-05,5.7751e-05
3.14157,-1.8196e-05,7.07361e-05,5.03045e-05
3.14157,-1.58539e-05,6.1981e-05,4.38207e-05
3.14157,-1.38136e-05,5.43079e-05,3.81748e-05
3.14157,-1.20361e-05,4.75832e-05,3.32577e-05
3.14158,-1.04874e-05,4.16901e-05,2.89752e-05
3.14158,-9.13816e-06,3.65258e-05,2.5245e-05
3.14158,-7.96253e-06,3.20005e-05,2.19956e-05
3.14158,-6.93817e-06,2.80352e-05,1.9165e-05
3.14158,-6.04562e-06,2.45607e-05,1.66989e-05
3.14158,-5.26788e-06,2.15164e-05,1.45504e-05
3.14159,-4.59019e-06,1.8849e-05,1.26785e-05
3.14159,-3.99966e-06,1.6512e-05,1.10475e-05
3.14159,-3.48509e-06,1.44645e-05,9.62633e-06
3.14159,-3.03669e-06,1.26706e-05,8.38804e-06
3.14159,-2.64597e-06,1.10991e-05,7.30905e-06
3.14159,-2.30549e-06,9.72226e-06,6.36885e-06
3.14159,-2.00881e-06,8.5161e-06,5.54957e-06
3.14159,-1.75028e-06,7.45947e-06,4.83566e-06
3.14159,-1.52501e-06,6.53384e-06,4.21357e-06
3.14159,-1.32871e-06,5.72298e-06,3.67147e-06
3.14159,-1.15766e-06,5.01268e-06,3.19909e-06
3.14159,-1.00861e-06,4.39048e-06,2.78746e-06
3.14159,-8.78745e-07,3.84545e-06,2.42876e-06
3.14159,-7.65584e-07,3.36804e-06,2.1162e-06
3.14159,-6.66984e-07,2.94986e-06,1.84384e-06
3.14159,-5.81073e-07,2.58357e-06,1.6065e-06
3.14159,-5.06218e-07,2.26273e-06,1.3997e-06
3.14159,-4.40998e-07,1.98171e-06,1.2195e-06
3.14159,-3.84173e-07,1.73557e-06,1.06248e-06
3.14159,-3.34663e-07,1.51998e-06,9.25658e-07
3.14159,-2.91529e-07,1.33115e-06,8.06444e-07
3.14159,-2.53948e-07,1.16577e-06,7.02571e-07
3.14159,-2.21208e-07,1.02093e-06,6.12066e-07
3.14159,-1.92684e-07,8.94066e-07,5.33209e-07
3.14159,-1.67835e-07,7.8296e-07,4.64503e-07
3.14159,-1.46187e-07,6.85653e-07,4.04642e-07
3.14159,-1.27328e-07,6.00433e-07,3.52488e-07
3.14159,-1.109e-07,5.25799e-07,3.0705e-07
3.14159,-9.65895e-08,4.60436e-07,2.67464e-07
3.14159,-8.41235e-08,4.03194e-07,2.32976e-07
3.14159,-7.32646e-08,3.53065e-07,2.02931e-07
3.14159,-6.38059e-08,3.09164e-07,1.76757e-07
3.14159,-5.55671e-08,2.70719e-07,1.53955e-07
3.14159,-4.83909e-08,2.37052e-07,1.34091e-07
3.14159,-4.21404e-08,2.0757e-07,1.16788e-07
3.14159,-3.66963e-08,1.81752e-07,1.01716e-07
3.14159,-3.19548e-08,1.59144e-07,8.85861e-08
3.14159,-2.78252e-08,1.39347e-07,7.71497e-08
3.14159,-2.42286e-08,1.2201e-07,6.71881e-08
3.14159,-2.10964e-08,1.0683e-07,5.85113e-08
3.14159,-1.83686e-08,9.35371e-08,5.0954e-08
3.14159,-1.59931e-08,8.18973e-08,4.43716e-08
3.14159,-1.39244e-08,7.17052e-08,3.86387e-08
3.14159,-1.21229e-08,6.27807e-08,3.36457e-08
3.14159,-1.05542e-08,5.49663e-08,2.92973e-08
3.14159,-9.18814e-09,4.81239e-08,2.55104e-08
3.14159,-7.99866e-09,4.21327e-08,2.22125e-08
3.14159,-6.96293e-09,3.68868e-08,1.93405e-08
3.14159,-6.06109e-09,3.22936e-08,1.68397e-08
3.14159,-5.27583e-09,2.82719e-08,1.46619e-08
3.14159,-4.59211e-09,2.47505e-08,1.27657e-08
3.14159,-3.99679e-09,2.16673e-08,1.11145e-08
3.14159,-3.47846e-09,1.89677e-08,9.67689e-09
3.14159,-3.02715e-09,1.66039e-08,8.42531e-09
3.14159,-2.63419e-09,1.45342e-08,7.33571e-09
3.14159,-2.29204e-09,1.27219e-08,6.38713e-09
3.14159,-1.99412e-09,1.11351e-08,5.56142e-09
3.14159,-1.73469e-09,9.7455e-09,4.84268e-09
3.14159,-1.50878e-09,8.52862e-09,4.21719e-09
3.14159,-1.31203e-09,7.46291e-09,3.67285e-09
3.14159,-1.14065e-09,6.5295e-09,3.19921e-09
3.14159,-9.91366e-10,5.71188e-09,2.78711e-09
3.14159,-8.61292e-10,4.99556e-09,2.4286e-09
3.14159,-7.47933e-10,4.36787e-09,2.11677e-09
3.14159,-6.49113e-10,3.81771e-09,1.84553e-09
3.14159,-5.62939e-10,3.33532e-09,1.60964e-09
3.14159,-4.87766e-10,2.9122e-09,1.40445e-09
3.14159,-4.22164e-10,2.54088e-09,1.22587e-09
3.14159,-3.64894e-10,2.21479e-09,1.07038e-09
3.14159,-3.14885e-10,1.92821e-09,9.34817e-10
3.14159,-2.71212e-10,1.67611e-09,8.16338e-10
3.14159,-2.33088e-10,1.45411e-09,7.12394e-10
3.14159,-1.99845e-10,1.25836e-09,6.20661e-10
3.14159,-1.70929e-10,1.08551e-09,5.3895e-10
3.14159,-1.45891e-10,9.32666e-10,4.65179e-10
3.14159,-1.24385e-10,7.97302e-10,3.97305e-10
3.14159,-1.06167e-10,6.77246e-10,3.33302e-10
3.14159,-9.10907e-11,5.70611e-10,2.71187e-10
3.14159,-7.91064e-11,4.75712e-10,2.09155e-10
3.14159,-7.02356e-11,3.90871e-10,1.46068e-10
3.14159,-6.45106e-11,3.13999e-10,8.267e-11
3.14159,-6.1807e-11,2.41636e-10,2.45692e-11
3.14159,-6.14278e-11,1.66699e-10,-1.07017e-11
3.14159,-6.11064e-11,7.32712e-11,2.28193e-11
